"Date","Price"
2014-09-15,576.804131253887
2014-09-16,564.075284420003
2014-09-17,554.358424075406
2014-09-18,516.485995439525
2014-09-19,479.535782658001
2014-09-20,498.119108878294
2014-09-21,483.629845504762
2014-09-22,485.692180126571
2014-09-23,528.906949237279
2014-09-24,513.260739674914
2014-09-25,497.478935238815
2014-09-26,491.263154044068
2014-09-27,485.321732980526
2014-09-28,458.472606665122
2014-09-29,454.936409418478
2014-09-30,472.32779329098
2014-10-01,464.455120779427
2014-10-02,453.415234913241
2014-10-03,434.330378373105
2014-10-04,399.811362167567
2014-10-05,396.432098915973
2014-10-06,400.846248582473
2014-10-07,404.49682351937
2014-10-08,430.916240900389
2014-10-09,437.019107658915
2014-10-10,435.99482983575
2014-10-11,438.384811423136
2014-10-12,456.251752856394
2014-10-13,471.946737553195
2014-10-14,485.664744113451
2014-10-15,478.227999365923
2014-10-16,462.621541538124
2014-10-17,463.720445316977
2014-10-18,474.479996097989
2014-10-19,471.832359862942
2014-10-20,463.083320123401
2014-10-21,466.307112633979
2014-10-22,462.683973710202
2014-10-23,434.342572156714
2014-10-24,432.047092392298
2014-10-25,423.161475028849
2014-10-26,427.012644953603
2014-10-27,424.697289321904
2014-10-28,428.689290199856
2014-10-29,406.2328524918
2014-10-30,419.06071284859
2014-10-31,410.428094240609
2014-11-01,395.049689668207
2014-11-02,395.060298259947
2014-11-03,395.072492043556
2014-11-04,399.966223219403
2014-11-05,411.65396480874
2014-11-06,424.122108549062
2014-11-07,416.090551037081
2014-11-08,419.683571315343
2014-11-09,443.151518859629
2014-11-10,443.567169457011
2014-11-11,446.475386847785
2014-11-12,510.405321367167
2014-11-13,505.686327110439
2014-11-14,481.953200258508
2014-11-15,460.104012974186
2014-11-16,472.659464205148
2014-11-17,469.338731114878
2014-11-18,457.106293211721
2014-11-19,459.447499664671
2014-11-20,433.35345456494
2014-11-21,426.036514812271
2014-11-22,428.672462778476
2014-11-23,447.245668158373
2014-11-24,460.610054993964
2014-11-25,457.569291175359
2014-11-26,446.007145557195
2014-11-27,449.27751832116
2014-11-28,459.645892523991
2014-11-29,457.224207099221
2014-11-30,459.061810289115
2014-12-01,462.740674803985
2014-12-02,465.042617273714
2014-12-03,456.173102952115
2014-12-04,449.009498957431
2014-12-05,458.94840810155
2014-12-06,455.646331500201
2014-12-07,456.593788486629
2014-12-08,440.723579119365
2014-12-09,427.914009437988
2014-12-10,423.09974738909
2014-12-11,423.013327805485
2014-12-12,428.613932617152
2014-12-13,423.714470363009
2014-12-14,426.944603641064
2014-12-15,420.216073845554
2014-12-16,400.607250423734
2014-12-17,388.771964052726
2014-12-18,377.720737967784
2014-12-19,387.201404723872
2014-12-20,400.899901230353
2014-12-21,389.592605689619
2014-12-22,402.255849967686
2014-12-23,407.235791193649
2014-12-24,392.876391615554
2014-12-25,387.964735577802
2014-12-26,399.610982783615
2014-12-27,383.577412235242
2014-12-28,385.922276823275
2014-12-29,381.217915106878
2014-12-30,378.10362277311
2014-12-31,387.005084807765
2015-01-01,382.875050299357
2015-01-02,383.428648075211
2015-01-03,349.439695643161
2015-01-04,318.179711982831
2015-01-05,333.158555768269
2015-01-06,347.978636491117
2015-01-07,360.78052408882
2015-01-08,346.855223207209
2015-01-09,353.100025606946
2015-01-10,334.759599556146
2015-01-11,325.798387981807
2015-01-12,327.224655465794
2015-01-13,270.014266726823
2015-01-14,209.913424136375
2015-01-15,256.747308222268
2015-01-16,250.967576729383
2015-01-17,243.255496347962
2015-01-18,254.836908144228
2015-01-19,261.611530441781
2015-01-20,256.695850455438
2015-01-21,273.195746808277
2015-01-22,282.947359436159
2015-01-23,283.990781499591
2015-01-24,302.522893828726
2015-01-25,309.525661817605
2015-01-26,330.80296065066
2015-01-27,316.106281017937
2015-01-28,316.106281017937
2015-01-29,283.545637954973
2015-01-30,278.79305929837
2015-01-31,265.85289419454
2015-02-01,275.908375909961
2015-02-02,292.674340621151
2015-02-03,275.594020168518
2015-02-04,274.736065553781
2015-02-05,264.499750027436
2015-02-06,271.296077259813
2015-02-07,277.048982428758
2015-02-08,271.806874855199
2015-02-09,268.37566608543
2015-02-10,269.054981770293
2015-02-11,267.160433610945
2015-02-12,270.750964878886
2015-02-13,287.379921715909
2015-02-14,315.82948213001
2015-02-15,284.110524454633
2015-02-16,287.67562096843
2015-02-17,295.646575375873
2015-02-18,286.095184674853
2015-02-19,293.015156873026
2015-02-20,297.628431025863
2015-02-21,297.706227365289
2015-02-22,287.228231047812
2015-02-23,290.372885902767
2015-02-24,291.103903230133
2015-02-25,289.453596556475
2015-02-26,287.981996820277
2015-02-27,309.599068394932
2015-02-28,309.233254886659
2015-03-01,314.242948944628
2015-03-02,329.185211379239
2015-03-03,342.187077028131
2015-03-04,332.913826531234
2015-03-05,335.116267726713
2015-03-06,332.087088002536
2015-03-07,336.041945071984
2015-03-08,334.814471582387
2015-03-09,352.760916484776
2015-03-10,353.992488629297
2015-03-11,360.88843907376
2015-03-12,358.400053652648
2015-03-13,351.225475252716
2015-03-14,343.241229621139
2015-03-15,347.845358436269
2015-03-16,353.736175297833
2015-03-17,346.729139484691
2015-03-18,311.680669194844
2015-03-19,317.042885536953
2015-03-20,318.144959699545
2015-03-21,316.416368935117
2015-03-22,326.547208233243
2015-03-23,324.387811093904
2015-03-24,298.952432050141
2015-03-25,300.298138009243
2015-03-26,301.868697338097
2015-03-27,301.366435391238
2015-03-28,307.343950054262
2015-03-29,294.984330988062
2015-03-30,300.627735980197
2015-03-31,296.637198356278
2015-04-01,300.912704703142
2015-04-02,307.699154970796
2015-04-03,309.262032215976
2015-04-04,308.894511577997
2015-04-05,316.686948993403
2015-04-06,311.457644892634
2015-04-07,308.756965698887
2015-04-08,297.858649660403
2015-04-09,296.553615889093
2015-04-10,285.975075906303
2015-04-11,288.322135375386
2015-04-12,287.978831732533
