"Price"
1000
1000
1000
988.018710235794
979.710757724909
977.824538685659
987.133409530857
995.34886793824
995.34886793824
995.34886793824
996.690032439003
1000.62103183779
1002.71866597076
1004.18866154426
1003.79556160438
1003.79556160438
1003.79556160438
1013.89393569017
1014.38943981607
1020.33879268768
1019.62857010723
1024.01873666268
1024.01873666268
1024.01873666268
1025.97102291872
1025.23767681239
1020.16041120236
1022.96496455494
1027.60288317334
1027.60288317334
1027.60288317334
1019.90274905689
1025.59774314387
1029.53865262518
1033.67776375685
1036.01984659192
1036.01984659192
1036.01984659192
1032.83871010366
1033.75374105615
1023.19289645285
1017.89430566659
1015.36062790283
1015.36062790283
1015.36062790283
1021.44541856885
1022.00698991154
1017.68289057287
1009.90347579628
1015.25161699513
1015.25161699513
1015.25161699513
1027.94973606147
1025.41936165855
1038.35201934448
1044.67465199094
1047.88221536591
1047.88221536591
1047.88221536591
1053.31624394659
1056.58657117752
1054.69044205575
1063.70201042541
1061.27734356935
1061.27734356935
1061.27734356935
1054.95801428373
1058.42654316502
1060.35240253434
1058.25807176221
1056.48747035234
1056.48747035234
1056.48747035234
1061.97435270644
1072.37663598946
1074.64934824691
1074.84754989727
1074.84754989727
1074.84754989727
1074.84754989727
1075.51813214765
1082.68642516897
1076.23826481062
1084.80057610613
1079.39627777301
1079.39627777301
1079.39627777301
1071.18412272646
1069.54235238932
1078.45151657296
1078.45151657296
1074.43462979235
1074.43462979235
1074.43462979235
1070.8174496733
1072.12558056567
1069.10961211937
1072.82919642444
1074.2958886371
1074.2958886371
1074.2958886371
1064.48490694433
1064.48490694433
1076.59502778126
1081.02153130595
1077.75120407503
1077.75120407503
1077.75120407503
1077.6983503016
1078.70257199675
1077.48363184704
1078.7653358527
1082.84828985009
1082.84828985009
1082.84828985009
1084.453723218
1081.54015895772
1080.8068128514
1090.34361559451
1088.7381822266
1088.7381822266
1088.7381822266
1090.84902980292
1089.00905781542
1083.55851243055
1083.38343430606
1089.92078540707
1089.92078540707
1089.92078540707
1091.82682461136
1088.06759997622
1086.81892957895
1087.80002774823
1087.87930840837
1087.87930840837
1087.87930840837
1086.89160351742
1081.66568666962
1082.4452798277
1079.87526509471
1076.49923031692
1076.49923031692
1076.49923031692
1076.03675979942
1077.56621586802
1077.4043511869
1083.02997469626
1080.54584734509
1080.54584734509
1080.54584734509
1075.46527837422
1071.16099920059
1078.18724770582
1081.23955312135
1080.94225064581
1080.94225064581
1080.94225064581
1087.32434378737
1084.60567781661
1082.00262947523
1080.03382641499
1088.03786972866
1088.03786972866
1088.03786972866
1087.12944549785
1087.27479337478
1091.57246582673
1092.3850925932
1093.58751593872
1093.58751593872
1093.58751593872
1094.82297289262
1095.6950601542
1103.55375559094
1107.910888538
1106.68203830577
1106.68203830577
1106.68203830577
1106.68203830577
1108.63432456181
1107.83160787786
