"Date","Price"
2014-09-16,335.976146903768
2014-09-17,338.512069077043
2014-09-18,322.664138761407
2014-09-19,297.681854911624
2014-09-20,305.659966095195
2014-09-21,294.804534793702
2014-09-22,298.343051958187
2014-09-23,315.444327971734
2014-09-24,310.591158886507
2014-09-25,304.116938110591
2014-09-26,306.316400295251
2014-09-27,302.273961818356
2014-09-28,295.819769330257
2014-09-29,286.739768331786
2014-09-30,296.39659717488
2014-10-01,291.954947680127
2014-10-02,285.672561625195
2014-10-03,277.324873738172
2014-10-04,260.07809783431
2014-10-05,255.945615034884
2014-10-06,260.311652846209
2014-10-07,262.068280362792
2014-10-08,271.71916302449
2014-10-09,274.188729883084
2014-10-10,270.17051772276
2014-10-11,270.730140523888
2014-10-12,278.949646297006
2014-10-13,283.563517951572
2014-10-14,291.019700292085
2014-10-15,285.887356752229
2014-10-16,278.574126283311
2014-10-17,278.982172551486
2014-10-18,283.714199087713
2014-10-19,281.217080032841
2014-10-20,276.592789933575
2014-10-21,281.316623198122
2014-10-22,279.475880683978
2014-10-23,264.92918303743
2014-10-24,264.455946082787
2014-10-25,256.651524100977
2014-10-26,256.356666948193
2014-10-27,259.640612325419
2014-10-28,259.341577316681
2014-10-29,248.098674390934
2014-10-30,253.353078674192
2014-10-31,248.432441890754
2014-11-01,237.176171081238
2014-11-02,239.060670265379
2014-11-03,240.13399399384
2014-11-04,242.241492298923
2014-11-05,249.328908019959
2014-11-06,253.646833090624
2014-11-07,249.579169533836
2014-11-08,253.468167803953
2014-11-09,263.755680021683
2014-11-10,262.27849012226
2014-11-11,263.035073725908
2014-11-12,293.112590502085
2014-11-13,291.019426969016
2014-11-14,282.017428153288
2014-11-15,270.657969796836
2014-11-16,276.847264707944
2014-11-17,275.122725194959
2014-11-18,268.481019666612
2014-11-19,271.432195259092
2014-11-20,262.917999270848
2014-11-21,265.259607045053
2014-11-22,275.244466916015
2014-11-23,292.396121378159
2014-11-24,296.827194963207
2014-11-25,304.623732575932
2014-11-26,310.129449769381
2014-11-27,336.742063791998
2014-11-28,351.746876501647
2014-11-29,342.646792840138
2014-11-30,318.367660609627
2014-12-01,330.877629286597
2014-12-02,338.45030616952
2014-12-03,333.903137820175
2014-12-04,332.002887309212
2014-12-05,340.123783025477
2014-12-06,342.856398327144
2014-12-07,347.866585168147
2014-12-08,329.503367712494
2014-12-09,335.052027287644
2014-12-10,340.828961879722
2014-12-11,344.518463229352
2014-12-12,347.633946022917
2014-12-13,350.120982991969
2014-12-14,353.084062894419
2014-12-15,357.983241246033
2014-12-16,374.957368796404
2014-12-17,405.087921988884
2014-12-18,420.069857516746
2014-12-19,387.503700370446
2014-12-20,387.776142271411
2014-12-21,382.378321445357
2014-12-22,412.852393022687
2014-12-23,400.37891774688
2014-12-24,388.000557611827
2014-12-25,393.19434767056
2014-12-26,409.282890878736
2014-12-27,392.235474712213
2014-12-28,389.540693303614
2014-12-29,391.717028483347
2014-12-30,390.242717141733
2014-12-31,395.202835524045
2015-01-01,393.368530263893
2015-01-02,393.475053399162
2015-01-03,356.732412310088
2015-01-04,315.406741494801
2015-01-05,334.128210113119
2015-01-06,345.115380359559
2015-01-07,353.262302114168
2015-01-08,343.819659324465
2015-01-09,345.955553670588
2015-01-10,324.551787683936
2015-01-11,317.229070059618
2015-01-12,314.755847793028
2015-01-13,263.928867586963
2015-01-14,219.65551771878
2015-01-15,261.879359859528
2015-01-16,258.657421876552
2015-01-17,247.402425829076
2015-01-18,255.034966639856
2015-01-19,261.09412677162
2015-01-20,259.4521754123
2015-01-21,272.464150414602
2015-01-22,279.983854111182
2015-01-23,278.735632451628
2015-01-24,292.211705476727
2015-01-25,297.615961884683
2015-01-26,301.631729914899
2015-01-27,292.066881907197
2015-01-28,286.580550206319
2015-01-29,266.818312913397
2015-01-30,262.95513457026
2015-01-31,255.471892704432
2015-02-01,258.911685324249
2015-02-02,265.741352287939
2015-02-03,251.168631596906
2015-02-04,253.466919531596
2015-02-05,252.818006280039
2015-02-06,262.197227917007
2015-02-07,261.341681459477
2015-02-08,257.40670198332
2015-02-09,252.752808725038
2015-02-10,251.210910987731
2015-02-11,251.208278864497
2015-02-12,254.764393863527
2015-02-13,267.418225239165
2015-02-14,285.610227187857
2015-02-15,259.119039252248
2015-02-16,261.644502884809
2015-02-17,267.204724730346
2015-02-18,260.289420147383
2015-02-19,264.250933521502
2015-02-20,264.994654514452
2015-02-21,263.529040523939
2015-02-22,256.667346338665
2015-02-23,260.315307918812
2015-02-24,261.952243198155
2015-02-25,261.283979667266
2015-02-26,259.757288529726
2015-02-27,272.658540686244
2015-02-28,269.830779217334
2015-03-01,266.255594244919
2015-03-02,274.220780122977
2015-03-03,269.670662352854
2015-03-04,259.44069275904
2015-03-05,270.952492384318
2015-03-06,266.451236606826
2015-03-07,266.149346821119
2015-03-08,264.704191984017
2015-03-09,275.705638345499
2015-03-10,272.291577587505
2015-03-11,275.718888454765
2015-03-12,276.537987585066
2015-03-13,272.971196657688
2015-03-14,272.994767225146
2015-03-15,272.261777833027
2015-03-16,277.437978988305
2015-03-17,272.792187374779
2015-03-18,250.959933255402
2015-03-19,253.835211638962
2015-03-20,254.68424678252
2015-03-21,252.705208224755
2015-03-22,257.87232157929
2015-03-23,258.064279537663
2015-03-24,240.912170763984
2015-03-25,237.02455742959
2015-03-26,235.258739439954
2015-03-27,236.176409515941
2015-03-28,238.79713319555
2015-03-29,231.368783570036
2015-03-30,234.344330644291
2015-03-31,231.720109703241
2015-04-01,223.809159018098
2015-04-02,229.609871769977
2015-04-03,236.730167296552
2015-04-04,237.181318623623
2015-04-05,239.179239701196
2015-04-06,237.125536962796
2015-04-07,237.795606485234
2015-04-08,233.863669330866
2015-04-09,229.591229351402
2015-04-10,220.025247089735
2015-04-11,219.72912455644
2015-04-12,218.072368421835
